dataset	rank	host_gene	n_circRNAs	n_cells_detected	total_support	max_cell_support	mean_support_detected	host_gene_source_counts	circRNA_ids	umap_detected_spread_ratio	umap_detected_area_fraction	umap_detected_centroid_x	umap_detected_centroid_y	score_n_cells_pct	score_total_support_pct	score_n_circRNAs_pct	score_spread_pct	combined_score
HAP1	2	LINC00632	5	39	1844.0	178.0	47.282051282051285	"{""gtf"":5}"	chrX:140783175|140784659;chrX:140783255|140784114;chrX:140784093|140784308;chrX:140784457|140784659;chrX:140783200|140784042					0.9996358339402768	1.0	0.9839766933721777	0.5	0.9732884195193009
HAP1	3	NFATC3	6	15	130.0	29.0	8.666666666666666	"{""gtf"":6}"	chr16:68121987|68126610;chr16:68121987|68123121;chr16:68174374|68191775;chr16:68121987|68174514;chr16:68166843|68191775;chr16:68121987|68181530					0.9978150036416606	0.9978150036416606	0.9896212672978878	0.5	0.9721048798252003
HAP1	4	XPO1	11	12	115.0	30.0	9.583333333333334	"{""gtf"":11}"	chr2:61481185|61533903;chr2:61488165|61526521;chr2:61498673|61533903;chr2:61495455|61498913;chr2:61522611|61533903;chr2:61481185|61485962;chr2:61490642|61533903;chr2:61493894|61497007;chr2:61492035|61497007;chr2:61482957|61490776;chr2:61482957|61493053					0.9941733430444283	0.9974508375819373	0.9974508375819373	0.5	0.9715950473415879
HAP1	5	UBAP2	11	12	105.0	18.0	8.75	"{""gtf"":11}"	chr9:33953285|33963791;chr9:33941649|33963791;chr9:33996223|33998864;chr9:33935839|33941862;chr9:33948374|33996333;chr9:33944365|33956146;chr9:33941649|33948587;chr9:33996223|34017189;chr9:33953285|33960878;chr9:33960826|33989126;chr9:33960826|34017189					0.9941733430444283	0.9959941733430444	0.9974508375819373	0.5	0.9707938820101966
HAP1	6	ENSG00000274023	4	21	185.0	35.0	8.80952380952381	"{""gtf"":4}"	chr6:158312051|158429897;chr6:158312051|158314268;chr6:158282263|158314268;chr6:158282263|158452268					0.9983612527312454	0.9983612527312454	0.9717771303714494	0.5	0.9707847778587037
HAP1	7	TULP4	4	21	185.0	35.0	8.80952380952381	"{""gtf"":4}"	chr6:158312051|158429897;chr6:158312051|158314268;chr6:158282263|158314268;chr6:158282263|158452268					0.9983612527312454	0.9983612527312454	0.9717771303714494	0.5	0.9707847778587037
HAP1	8	EIF4G3	9	9	108.0	39.0	12.0	"{""gtf"":9}"	chr1:21050866|21089213;chr1:21089138|21111383;chr1:21170395|21170846;chr1:21002713|21050994;chr1:20941924|20942114;chr1:20969474|20981227;chr1:20969474|21002808;chr1:21050866|21111383;chr1:20980334|21111383					0.9898033503277495	0.9965404224326293	0.9945375091041515	0.5	0.9694919883466863
HAP1	9	ENSG00000261864	4	13	112.0	29.0	8.615384615384615	"{""gtf"":4}"	chr16:68121987|68126610;chr16:68121987|68123121;chr16:68121987|68174514;chr16:68121987|68181530					0.9956300072833212	0.9970866715222141	0.9717771303714494	0.5	0.969264384559359
HAP1	10	SLAIN2	3	46	1051.0	49.0	22.847826086956523	"{""gtf"":3}"	chr4:48369849|48383784;chr4:48369849|48394653;chr4:48369849|48387466					1.0	0.9996358339402768	0.9402767662053897	0.5	0.9688273852876913
HAP1	11	APPAT	10	12	69.0	18.0	5.75	"{""gtf"":10}"	chr2:97273235|97434690;chr2:97276969|97431262;chr2:97274408|97433527;chr2:97277368|97430218;chr2:97284883|97423517;chr2:97276628|97431300;chr2:97274383|97433703;chr2:97279957|97427953;chr2:97269822|97438616;chr2:97280089|97427750					0.9941733430444283	0.9921704297159505	0.9959941733430444	0.5	0.9685451565914057
HAP1	12	IGKV1OR2-9	10	12	69.0	18.0	5.75	"{""gtf"":10}"	chr2:97273235|97434690;chr2:97276969|97431262;chr2:97274408|97433527;chr2:97277368|97430218;chr2:97284883|97423517;chr2:97276628|97431300;chr2:97274383|97433703;chr2:97279957|97427953;chr2:97269822|97438616;chr2:97280089|97427750					0.9941733430444283	0.9921704297159505	0.9959941733430444	0.5	0.9685451565914057
HAP1	13	IGKV2OR2-10	10	12	69.0	18.0	5.75	"{""gtf"":10}"	chr2:97273235|97434690;chr2:97276969|97431262;chr2:97274408|97433527;chr2:97277368|97430218;chr2:97284883|97423517;chr2:97276628|97431300;chr2:97274383|97433703;chr2:97279957|97427953;chr2:97269822|97438616;chr2:97280089|97427750					0.9941733430444283	0.9921704297159505	0.9959941733430444	0.5	0.9685451565914057
HAP1	14	IGKV2OR2-7D	10	12	69.0	18.0	5.75	"{""gtf"":10}"	chr2:97273235|97434690;chr2:97276969|97431262;chr2:97274408|97433527;chr2:97277368|97430218;chr2:97284883|97423517;chr2:97276628|97431300;chr2:97274383|97433703;chr2:97279957|97427953;chr2:97269822|97438616;chr2:97280089|97427750					0.9941733430444283	0.9921704297159505	0.9959941733430444	0.5	0.9685451565914057
HAP1	15	MT1M	5	10	104.0	44.0	10.4	"{""gtf"":5}"	chr16:56626880|56658740;chr16:56626880|56639329;chr16:56626880|56636504;chr16:56626880|56633405;chr16:56633340|56635845					0.9918062636562273	0.9956300072833212	0.9839766933721777	0.5	0.9685360524399126
HAP1	16	ENSG00000237837	16	14	66.0	25.0	4.714285714285714	"{""gtf"":16}"	chr2:97269242|97438746;chr2:97284552|97423381;chr2:97279869|97427805;chr2:97272789|97435131;chr2:97273287|97434836;chr2:97277096|97430992;chr2:97273368|97434977;chr2:97273372|97434982;chr2:97269440|97438486;chr2:97279937|97427993;chr2:97277522|97430434;chr2:97274258|97433578;chr2:97278231|97429714;chr2:97277486|97430575;chr2:97272789|97435104;chr2:97273411|97434521					0.9967225054624909	0.9896212672978878	0.9989075018208303	0.5	0.9681991988346685
HAP1	17	ENSG00000277701	16	14	66.0	25.0	4.714285714285714	"{""gtf"":16}"	chr2:97269242|97438746;chr2:97284552|97423381;chr2:97279869|97427805;chr2:97272789|97435131;chr2:97273287|97434836;chr2:97277096|97430992;chr2:97273368|97434977;chr2:97273372|97434982;chr2:97269440|97438486;chr2:97279937|97427993;chr2:97277522|97430434;chr2:97274258|97433578;chr2:97278231|97429714;chr2:97277486|97430575;chr2:97272789|97435104;chr2:97273411|97434521					0.9967225054624909	0.9896212672978878	0.9989075018208303	0.5	0.9681991988346685
HAP1	18	ENSG00000278766	16	14	66.0	25.0	4.714285714285714	"{""gtf"":16}"	chr2:97269242|97438746;chr2:97284552|97423381;chr2:97279869|97427805;chr2:97272789|97435131;chr2:97273287|97434836;chr2:97277096|97430992;chr2:97273368|97434977;chr2:97273372|97434982;chr2:97269440|97438486;chr2:97279937|97427993;chr2:97277522|97430434;chr2:97274258|97433578;chr2:97278231|97429714;chr2:97277486|97430575;chr2:97272789|97435104;chr2:97273411|97434521					0.9967225054624909	0.9896212672978878	0.9989075018208303	0.5	0.9681991988346685
HAP1	19	IGKV2OR2-7	16	14	66.0	25.0	4.714285714285714	"{""gtf"":16}"	chr2:97269242|97438746;chr2:97284552|97423381;chr2:97279869|97427805;chr2:97272789|97435131;chr2:97273287|97434836;chr2:97277096|97430992;chr2:97273368|97434977;chr2:97273372|97434982;chr2:97269440|97438486;chr2:97279937|97427993;chr2:97277522|97430434;chr2:97274258|97433578;chr2:97278231|97429714;chr2:97277486|97430575;chr2:97272789|97435104;chr2:97273411|97434521					0.9967225054624909	0.9896212672978878	0.9989075018208303	0.5	0.9681991988346685
HAP1	20	IGKV2OR2-8	16	14	66.0	25.0	4.714285714285714	"{""gtf"":16}"	chr2:97269242|97438746;chr2:97284552|97423381;chr2:97279869|97427805;chr2:97272789|97435131;chr2:97273287|97434836;chr2:97277096|97430992;chr2:97273368|97434977;chr2:97273372|97434982;chr2:97269440|97438486;chr2:97279937|97427993;chr2:97277522|97430434;chr2:97274258|97433578;chr2:97278231|97429714;chr2:97277486|97430575;chr2:97272789|97435104;chr2:97273411|97434521					0.9967225054624909	0.9896212672978878	0.9989075018208303	0.5	0.9681991988346685
HAP1	21	FLNA	8	8	77.0	23.0	9.625	"{""gtf"":8}"	chrX:154337552|154394545;chrX:154359614|154359792;chrX:154353554|154354291;chrX:154353554|154354043;chrX:154351884|154352418;chrX:154366828|154367992;chrX:154353646|154354221;chrX:154349788|154350207					0.98761835396941	0.9938091769847051	0.9936270939548434	0.5	0.9672432629278952
HAP1	22	ZNF124	4	12	85.0	16.0	7.083333333333333	"{""gtf"":4}"	chr1:247155566|247159813;chr1:247156406|247159813;chr1:247157000|247159813;chr1:247138716|247159813					0.9941733430444283	0.9941733430444283	0.9717771303714494	0.5	0.9672250546249092
HAP1	23	MT1JP	4	10	96.0	44.0	9.6	"{""gtf"":4}"	chr16:56626880|56658740;chr16:56626880|56639329;chr16:56626880|56636504;chr16:56633340|56635845					0.9918062636562273	0.9949016751638747	0.9717771303714494	0.5	0.9669155134741444
HAP1	24	Y_RNA	7	7	89.0	28.0	12.714285714285714	"{""gtf"":7}"	chr4:82930943|82946474;chr20:5958528|5995618;chr8:99481599|99661491;chr12:49129500|49186458;chr6:89832264|89871388;chr12:31495810|31542949;chr14:50462665|50486194					0.9848871085214858	0.9945375091041515	0.9919883466860888	0.5	0.966660597232338
HAP1	25	SRRM2	8	9	66.0	13.0	7.333333333333333	"{""gtf"":8}"	chr16:2762337|2762600;chr16:2759569|2760300;chr16:2762106|2762375;chr16:2762079|2762600;chr16:2766842|2767505;chr16:2762370|2762600;chr16:2763261|2763440;chr16:2764742|2765107					0.9898033503277495	0.9896212672978878	0.9936270939548434	0.5	0.9655954115076474
HAP1	26	FAM156B	11	10	59.0	14.0	5.9	"{""gtf"":11}"	chrX:52897715|52958007;chrX:52907787|52948079;chrX:52898382|52957422;chrX:52908050|52947822;chrX:52899451|52956711;chrX:52898185|52898366;chrX:52899081|52956711;chrX:52899146|52956685;chrX:52908390|52947682;chrX:52897600|52957995;chrX:52898088|52898556					0.9918062636562273	0.9868900218499636	0.9974508375819373	0.5	0.9650764748725419
HAP1	27	FAM156A	7	10	56.0	15.0	5.6	"{""gtf"":7}"	chrX:52898392|52957462;chrX:52907992|52947764;chrX:52889817|52965924;chrX:52908393|52947764;chrX:52907767|52948027;chrX:52899129|52956733;chrX:52908008|52947790					0.9918062636562273	0.9863437727603788	0.9919883466860888	0.5	0.9642297887836855
HAP1	28	MT1E	3	9	98.0	43.0	10.88888888888889	"{""gtf"":3}"	chr16:56626880|56639329;chr16:56626880|56636504;chr16:56626880|56633405					0.9898033503277495	0.995265841223598	0.9402767662053897	0.5	0.9633648943918428
HAP1	29	PHC3	9	9	50.0	14.0	5.555555555555555	"{""gtf"":9}"	chr3:170122591|170136665;chr3:170117390|170129228;chr3:170117226|170129552;chr3:170145423|170149244;chr3:170136419|170178938;chr3:170122591|170149244;chr3:170145423|170178938;chr3:170136419|170149244;chr3:170113360|170149244					0.9898033503277495	0.982884195193008	0.9945375091041515	0.5	0.9619810633648945
HAP1	30	ENSG00000272897	3	8	71.0	19.0	8.875	"{""gtf"":3}"	chr20:35669223|35669574;chr20:35653528|35659014;chr20:35653528|35658982					0.98761835396941	0.9934450109249818	0.9402767662053897	0.5	0.9617079388201021
HAP1	31	DNAH14	10	9	46.0	10.0	5.111111111111111	"{""gtf"":10}"	chr1:225038694|225043983;chr1:224952670|225007544;chr1:225002783|225043114;chr1:225231073|225266769;chr1:225140768|225153826;chr1:224952670|224968874;chr1:225079360|225168028;chr1:225144397|225152883;chr1:225162819|225185425;chr1:224952670|225123614					0.9898033503277495	0.9806991988346686	0.9959941733430444	0.5	0.960924981791697
HAP1	32	BPTF	4	7	56.0	16.0	8.0	"{""gtf"":4}"	chr17:67945409|67975958;chr17:67928355|67932019;chr17:67944150|67948306;chr17:67928355|67948306					0.9848871085214858	0.9863437727603788	0.9717771303714494	0.5	0.960132920611799
HAP1	33	IARS1	5	5	67.0	49.0	13.4	"{""gtf"":5}"	chr9:92268174|92269983;chr9:92210792|92222600;chr9:92268195|92269983;chr9:92265049|92268300;chr9:92256680|92269978					0.9723233794610342	0.9908958485069191	0.9839766933721777	0.5	0.9600873998543337
HAP1	34	TBCD	5	7	50.0	19.0	7.142857142857143	"{""gtf"":5}"	chr17:82763965|82781721;chr17:82884145|82900731;chr17:82756165|82772507;chr17:82870224|82911789;chr17:82756165|82768566					0.9848871085214858	0.982884195193008	0.9839766933721777	0.5	0.9594501092498179
HAP1	35	ADGRV1	7	7	46.0	13.0	6.571428571428571	"{""gtf"":7}"	chr5:90705400|90712312;chr5:90840578|90863857;chr5:90745046|90863857;chr5:90683586|90697146;chr5:90712287|90721059;chr5:90763305|90779097;chr5:90763305|90774303					0.9848871085214858	0.9806991988346686	0.9919883466860888	0.5	0.9590495265841225
HAP1	36	BIRC6	6	6	48.0	15.0	8.0	"{""gtf"":6}"	chr2:32453808|32493667;chr2:32377588|32406557;chr2:32524888|32525628;chr2:32575156|32575366;chr2:32509738|32513154;chr2:32429154|32429295					0.9805171158048069	0.9817916970138383	0.9896212672978878	0.5	0.9581026948288419
HAP1	37	GCN1	3	7	64.0	14.0	9.142857142857142	"{""gtf"":3}"	chr12:120154970|120155719;chr12:120170591|120173296;chr12:120131224|120134381					0.9848871085214858	0.9883466860888566	0.9402767662053897	0.5	0.9580844865258559
HAP1	38	GUSBP1	2	37	960.0	86.0	25.945945945945947	"{""gtf"":2}"	chr5:21491321|21497196;chr5:21491321|21495182					0.9989075018208303	0.9992716678805535	0.8373998543335761	0.5	0.9580116533139112
HAP1	39	MT1A	3	9	53.0	19.0	5.888888888888889	"{""gtf"":3}"	chr16:56626880|56658740;chr16:56626880|56683230;chr16:56626880|56639329					0.9898033503277495	0.9850691915513474	0.9402767662053897	0.5	0.9577567370721051
HAP1	40	SCLT1	4	7	45.0	14.0	6.428571428571429	"{""gtf"":4}"	chr4:128992167|129003876;chr4:128936655|129003876;chr4:128952769|128999794;chr4:128936655|128970468					0.9848871085214858	0.9796067006554989	0.9717771303714494	0.5	0.9564275309541151
HAP1	41	MAP4K3	3	6	61.0	24.0	10.166666666666666	"{""gtf"":3}"	chr2:39299743|39315388;chr2:39331917|39337581;chr2:39325518|39325961					0.9805171158048069	0.98761835396941	0.9402767662053897	0.5	0.9563729060451567
HAP1	42	CLASP2	6	6	44.0	19.0	7.333333333333333	"{""gtf"":6}"	chr3:33619603|33663515;chr3:33684359|33696933;chr3:33510558|33551395;chr3:33684359|33689932;chr3:33535233|33544841;chr3:33606591|33644903					0.9805171158048069	0.9785142024763293	0.9896212672978878	0.5	0.956300072833212
HAP1	43	TUBGCP3	3	7	51.0	17.0	7.285714285714286	"{""gtf"":3}"	chr13:112504032|112527484;chr13:112516440|112527484;chr13:112516440|112522509					0.9848871085214858	0.9839766933721777	0.9402767662053897	0.5	0.9556809905316825
HAP1	44	HERC1	5	5	50.0	25.0	10.0	"{""gtf"":5}"	chr15:63622815|63659936;chr15:63615768|63694894;chr15:63654119|63659936;chr15:63706780|63716473;chr15:63649725|63694894					0.9723233794610342	0.982884195193008	0.9839766933721777	0.5	0.9556809905316824
HAP1	45	FAT1	2	11	108.0	19.0	9.818181818181818	"{""gtf"":2}"	chr4:186663299|186709845;chr4:186706563|186709845					0.9927166788055353	0.9965404224326293	0.8373998543335761	0.5	0.9546522214129644
HAP1	46	PALS2	5	6	39.0	13.0	6.5	"{""gtf"":5}"	chr7:24620052|24668660;chr7:24623663|24641868;chr7:24623666|24668660;chr7:24623666|24650712;chr7:24689346|24689572					0.9805171158048069	0.9750546249089584	0.9839766933721777	0.5	0.953832847778587
HAP1	47	HP1BP3	4	6	40.0	14.0	6.666666666666667	"{""gtf"":4}"	chr1:20744744|20780540;chr1:20743726|20743943;chr1:20749824|20757256;chr1:20743726|20743984					0.9805171158048069	0.9761471230881282	0.9717771303714494	0.5	0.9532137654770576
HAP1	48	FAM120A	4	5	44.0	19.0	8.8	"{""gtf"":4}"	chr9:93470329|93476338;chr9:93471141|93498886;chr9:93523280|93527242;chr9:93471141|93476338					0.9723233794610342	0.9785142024763293	0.9717771303714494	0.5	0.9520575382374363
HAP1	49	PICALM	5	5	40.0	12.0	8.0	"{""gtf"":5}"	chr11:85996826|86003451;chr11:85974708|86031611;chr11:86022367|86031611;chr11:86060305|86060508;chr11:85996826|86031611					0.9723233794610342	0.9761471230881282	0.9839766933721777	0.5	0.9519756008739987
HAP1	50	CPNE1	2	7	69.0	19.0	9.857142857142858	"{""gtf"":2}"	chr20:35653528|35659014;chr20:35653528|35658982					0.9848871085214858	0.9921704297159505	0.8373998543335761	0.5	0.9498998543335762
HAP1	51	RBM12	2	7	69.0	19.0	9.857142857142858	"{""gtf"":2}"	chr20:35653528|35659014;chr20:35653528|35658982					0.9848871085214858	0.9921704297159505	0.8373998543335761	0.5	0.9498998543335762
HAP1	52	ENSG00000286118	9	8	33.0	8.0	4.125	"{""gtf"":9}"	chrX:52897715|52958007;chrX:52907787|52948079;chrX:52898382|52957422;chrX:52908050|52947822;chrX:52899451|52956711;chrX:52899081|52956711;chrX:52899146|52956685;chrX:52908390|52947682;chrX:52897600|52957995					0.98761835396941	0.9615804806991989	0.9945375091041515	0.5	0.9496085214857976
HAP1	53	ANKRD17	4	5	38.0	12.0	7.6	"{""gtf"":4}"	chr4:73090667|73092300;chr4:73085249|73092300;chr4:73118688|73125312;chr4:73118688|73177533					0.9723233794610342	0.9735979606700655	0.9717771303714494	0.5	0.9493536052439914
HAP1	54	ENSG00000236073	3	4	61.0	39.0	15.25	"{""gtf"":3}"	chr1:21050866|21089213;chr1:21050866|21111383;chr1:20980334|21111383					0.9553896576839038	0.98761835396941	0.9402767662053897	0.5	0.9488346686088858
HAP1	55	CEP192	5	4	45.0	25.0	11.25	"{""gtf"":5}"	chr18:12999421|13073185;chr18:12999421|13030608;chr18:13057099|13057243;chr18:13048859|13069856;chr18:12999421|13042334					0.9553896576839038	0.9796067006554989	0.9839766933721777	0.5	0.9487982520029133
HAP1	56	MYO9A	4	4	47.0	34.0	11.75	"{""gtf"":4}"	chr15:72020918|72027793;chr15:71826166|71826528;chr15:72019039|72046634;chr15:71933670|72046634					0.9553896576839038	0.9814275309541151	0.9717771303714494	0.5	0.9485797523670795
HAP1	57	CNOT1	5	5	36.0	12.0	7.2	"{""gtf"":5}"	chr16:58611316|58618870;chr16:58574609|58583182;chr16:58560212|58560362;chr16:58526012|58532320;chr16:58574609|58578939					0.9723233794610342	0.9675892206846322	0.9839766933721777	0.5	0.9472687545520758
HAP1	58	PHIP	3	6	37.0	12.0	6.166666666666667	"{""gtf"":3}"	chr6:79042843|79060818;chr6:79060478|79060818;chr6:79015082|79026164					0.9805171158048069	0.9706846321922796	0.9402767662053897	0.5	0.947059359067735
HAP1	59	MAN1A2	2	8	52.0	13.0	6.5	"{""gtf"":2}"	chr1:117402186|117420649;chr1:117402186|117442325					0.98761835396941	0.9847050254916242	0.8373998543335761	0.5	0.946613255644574
HAP1	60	MIB1	2	8	51.0	11.0	6.375	"{""gtf"":2}"	chr18:21773702|21779609;chr18:21765772|21779685					0.98761835396941	0.9839766933721777	0.8373998543335761	0.5	0.9462126729788783
HAP1	61	BARD1	3	4	49.0	19.0	12.25	"{""gtf"":3}"	chr2:214767482|214797117;chr2:214780560|214797117;chr2:214767482|214781509					0.9553896576839038	0.9821558630735615	0.9402767662053897	0.5	0.9458302986161691
HAP1	62	ALMS1	6	5	34.0	12.0	6.8	"{""gtf"":6}"	chr2:73572262|73573424;chr2:73451299|73451862;chr2:73534824|73573424;chr2:73447960|73491498;chr2:73451899|73452168;chr2:73452606|73452887					0.9723233794610342	0.963401310997815	0.9896212672978878	0.5	0.9455298616168973
HAP1	63	ENSG00000286192	4	4	39.0	30.0	9.75	"{""gtf"":4}"	chr7:1898200|1936897;chr7:1898200|1957719;chr7:2239530|2242184;chr7:2213212|2222754					0.9553896576839038	0.9750546249089584	0.9717771303714494	0.5	0.9450746540422433
HAP1	64	AFF2	2	9	46.0	11.0	5.111111111111111	"{""gtf"":2}"	chrX:148651999|148662768;chrX:148661908|148662768					0.9898033503277495	0.9806991988346686	0.8373998543335761	0.5	0.9450655498907502
HAP1	65	SLAIN1	3	5	37.0	12.0	7.4	"{""gtf"":3}"	chr13:77746636|77760916;chr13:77719532|77753358;chr13:77744283|77746855					0.9723233794610342	0.9706846321922796	0.9402767662053897	0.5	0.9446012381646032
HAP1	66	ZNF207	5	5	33.0	14.0	6.6	"{""gtf"":5}"	chr17:32360598|32362984;chr17:32362914|32368014;chr17:32360892|32365177;chr17:32351739|32377993;chr17:32351739|32379210					0.9723233794610342	0.9615804806991989	0.9839766933721777	0.5	0.9439639475600875
HAP1	67	VWA8	3	4	44.0	19.0	11.0	"{""gtf"":3}"	chr13:41830529|41868477;chr13:41777985|41819386;chr13:41811225|41819386					0.9553896576839038	0.9785142024763293	0.9402767662053897	0.5	0.9438273852876913
HAP1	68	UXS1	2	5	61.0	33.0	12.2	"{""gtf"":2}"	chr2:106122970|106166083;chr2:106158058|106166083					0.9723233794610342	0.98761835396941	0.8373998543335761	0.5	0.9436270939548435
HAP1	69	F8A3	7	5	32.0	15.0	6.4	"{""gtf"":7}"	chrX:155355855|155485357;chrX:155354063|155487220;chrX:155352803|155488483;chrX:155351454|155489736;chrX:155352159|155489101;chrX:155356232|155485046;chrX:155365415|155475876					0.9723233794610342	0.958667152221413	0.9919883466860888	0.5	0.9431627822286963
HAP1	70	H2AB3	7	5	32.0	15.0	6.4	"{""gtf"":7}"	chrX:155355855|155485357;chrX:155354063|155487220;chrX:155352803|155488483;chrX:155351454|155489736;chrX:155352159|155489101;chrX:155356232|155485046;chrX:155365415|155475876					0.9723233794610342	0.958667152221413	0.9919883466860888	0.5	0.9431627822286963
HAP1	71	MIR1184-2	7	5	32.0	15.0	6.4	"{""gtf"":7}"	chrX:155355855|155485357;chrX:155354063|155487220;chrX:155352803|155488483;chrX:155351454|155489736;chrX:155352159|155489101;chrX:155356232|155485046;chrX:155365415|155475876					0.9723233794610342	0.958667152221413	0.9919883466860888	0.5	0.9431627822286963
HAP1	72	HDAC9	5	5	32.0	20.0	6.4	"{""gtf"":5}"	chr7:18644671|18666476;chr7:18644671|18648683;chr7:18722952|18793452;chr7:18585281|18594029;chr7:18585281|18666476					0.9723233794610342	0.958667152221413	0.9839766933721777	0.5	0.9423616168973051
HAP1	73	ENSG00000278635	5	4	36.0	12.0	9.0	"{""gtf"":5}"	chr12:9315398|9416425;chr12:9315434|9416384;chr12:9316196|9416045;chr12:9314014|9417897;chr12:9315402|9416504					0.9553896576839038	0.9675892206846322	0.9839766933721777	0.5	0.9421886380189367
HAP1	74	ENSG00000286911	5	4	36.0	12.0	9.0	"{""gtf"":5}"	chr12:9315398|9416425;chr12:9315434|9416384;chr12:9316196|9416045;chr12:9314014|9417897;chr12:9315402|9416504					0.9553896576839038	0.9675892206846322	0.9839766933721777	0.5	0.9421886380189367
HAP1	75	ENSG00000287577	5	4	36.0	12.0	9.0	"{""gtf"":5}"	chr12:9315398|9416425;chr12:9315434|9416384;chr12:9316196|9416045;chr12:9314014|9417897;chr12:9315402|9416504					0.9553896576839038	0.9675892206846322	0.9839766933721777	0.5	0.9421886380189367
HAP1	76	LINC02367	5	4	36.0	12.0	9.0	"{""gtf"":5}"	chr12:9315398|9416425;chr12:9315434|9416384;chr12:9316196|9416045;chr12:9314014|9417897;chr12:9315402|9416504					0.9553896576839038	0.9675892206846322	0.9839766933721777	0.5	0.9421886380189367
HAP1	77	ENSG00000256673	6	6	30.0	9.0	5.0	"{""gtf"":6}"	chr12:9315375|9416402;chr12:9317356|9414869;chr12:9317309|9414547;chr12:9321866|9409815;chr12:9322857|9412161;chr12:9294156|9437822					0.9805171158048069	0.9522942461762564	0.9896212672978878	0.5	0.9418790968681718
HAP1	78	AKT3	5	4	35.0	16.0	8.75	"{""gtf"":5}"	chr1:243545510|243695716;chr1:243807803|243808227;chr1:243501882|243502077;chr1:243637611|243695716;chr1:243545510|243573048					0.9553896576839038	0.9654042243262928	0.9839766933721777	0.5	0.94098689002185
HAP1	79	MAPK9	2	6	42.0	11.0	7.0	"{""gtf"":2}"	chr5:180261684|180280608;chr5:180236144|180280608					0.9805171158048069	0.9776037873270211	0.8373998543335761	0.5	0.9405772032046613
HAP1	80	TBC1D14	4	4	35.0	14.0	8.75	"{""gtf"":4}"	chr4:6923373|6924111;chr4:6999085|7010781;chr4:6994184|7014557;chr4:6994184|7001251					0.9553896576839038	0.9654042243262928	0.9717771303714494	0.5	0.9397669337217772
HAP1	81	RUNX1T1	3	4	37.0	17.0	9.25	"{""gtf"":3}"	chr8:91970658|92005297;chr8:91986124|92017363;chr8:91986887|92017363					0.9553896576839038	0.9706846321922796	0.9402767662053897	0.5	0.9395211216314641
HAP1	82	ANKHD1	4	5	30.0	8.0	6.0	"{""gtf"":4}"	chr5:140509637|140510181;chr5:140436104|140510181;chr5:140440119|140445975;chr5:140440119|140449305					0.9723233794610342	0.9522942461762564	0.9717771303714494	0.5	0.9376365622723962
HAP1	83	ANKHD1-EIF4EBP3	4	5	30.0	8.0	6.0	"{""gtf"":4}"	chr5:140509637|140510181;chr5:140436104|140510181;chr5:140440119|140445975;chr5:140440119|140449305					0.9723233794610342	0.9522942461762564	0.9717771303714494	0.5	0.9376365622723962
HAP1	84	ENSG00000282278	4	4	32.0	15.0	8.0	"{""gtf"":4}"	chr4:53425872|53428183;chr4:53425872|53440608;chr4:53428027|53444103;chr4:53425872|53444103					0.9553896576839038	0.958667152221413	0.9717771303714494	0.5	0.9360615440640933
HAP1	85	FIP1L1	4	4	32.0	15.0	8.0	"{""gtf"":4}"	chr4:53425872|53428183;chr4:53425872|53440608;chr4:53428027|53444103;chr4:53425872|53444103					0.9553896576839038	0.958667152221413	0.9717771303714494	0.5	0.9360615440640933
HAP1	86	NBAS	5	5	28.0	11.0	5.6	"{""gtf"":5}"	chr2:15327750|15427794;chr2:15461201|15478289;chr2:15461201|15539356;chr2:15351992|15427794;chr2:15424400|15467388					0.9723233794610342	0.9455571740713765	0.9839766933721777	0.5	0.9351511289147852
HAP1	87	FIRRE	3	5	29.0	11.0	5.8	"{""gtf"":3}"	chrX:131749306|131794466;chrX:131743096|131785258;chrX:131743096|131794466					0.9723233794610342	0.9495630007283321	0.9402767662053897	0.5	0.932984340859432
HAP1	88	DNA2	4	4	30.0	15.0	7.5	"{""gtf"":4}"	chr10:68437011|68459235;chr10:68469981|68473403;chr10:68442917|68470163;chr10:68468123|68470163					0.9553896576839038	0.9522942461762564	0.9717771303714494	0.5	0.9325564457392571
HAP1	89	EPS15	3	3	40.0	22.0	13.333333333333334	"{""gtf"":3}"	chr1:51394381|51400953;chr1:51459041|51465326;chr1:51402435|51465326					0.9186088856518573	0.9761471230881282	0.9402767662053897	0.5	0.9314912600145667
HAP1	90	UBR4	4	4	29.0	12.0	7.25	"{""gtf"":4}"	chr1:19081388|19086216;chr1:19176592|19177661;chr1:19176592|19187540;chr1:19183811|19197265					0.9553896576839038	0.9495630007283321	0.9717771303714494	0.5	0.9310542607428989
HAP1	91	LMTK2	3	4	31.0	13.0	7.75	"{""gtf"":3}"	chr7:98137315|98154876;chr7:98190728|98194572;chr7:98190708|98194572					0.9553896576839038	0.9552075746540423	0.9402767662053897	0.5	0.9310087399854334
HAP1	92	TET1	2	4	38.0	13.0	9.5	"{""gtf"":2}"	chr10:68644698|68647005;chr10:68644698|68686707					0.9553896576839038	0.9735979606700655	0.8373998543335761	0.5	0.9308357611070649
HAP1	93	NSD2	4	5	27.0	9.0	5.4	"{""gtf"":4}"	chr4:1900626|1930770;chr4:1900626|1939778;chr4:1900626|1942565;chr4:1900626|1951203					0.9723233794610342	0.9391842680262199	0.9717771303714494	0.5	0.9304260742898762
