status	circ_id	host_gene	chrom	start	end	cnv_bin_id	n_cells	mean_local_copy_number	mean_circ_support	pearson_r	pearson_p	mean_support_by_copy_number
ok	chr2:9509979|9536828	ADAM17	chr2	9509979	9536828	chr2:9500000-9550000	23	1.9565217391304348	0.21739130434782608	0.04545454545454544	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.22727272727272727}"
ok	chr2:36387972|36396787	CRIM1	chr2	36387972	36396787	chr2:36350000-36400000	23	1.9565217391304348	0.17391304347826086	0.0582964037329089	0.7916157878319775	"{""1.0"": 0.0, ""2.0"": 0.18181818181818182}"
ok	chr2:61090930|61106662	SANBR	chr2	61090930	61106662	chr2:61050000-61100000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr2:121605701|121606180	CLASP1	chr2	121605701	121606180	chr2:121600000-121650000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr2:195680032|195681050	SLC39A10	chr2	195680032	195681050	chr2:195650000-195700000	23	2.0434782608695654	0.13043478260869565	-0.045454545454545484	0.8368364960931192	"{""2.0"": 0.13636363636363635, ""3.0"": 0.0}"
ok	chr2:208285726|208288818	PIKFYVE	chr2	208285726	208288818	chr2:208250000-208300000	23	2.0434782608695654	0.17391304347826086	-0.058296403732908925	0.7916157878319767	"{""2.0"": 0.18181818181818182, ""3.0"": 0.0}"
ok	chr2:214752447|214797117	BARD1	chr2	214752447	214797117	chr2:214750000-214800000	23	2.0434782608695654	0.21739130434782608	-0.06439963153212236	0.7703406699169912	"{""2.0"": 0.22727272727272727, ""3.0"": 0.0}"
ok	chr2:215378202|215383377	FN1	chr2	215378202	215383377	chr2:215350000-215400000	23	2.0434782608695654	0.13043478260869565	-0.045454545454545484	0.8368364960931192	"{""2.0"": 0.13636363636363635, ""3.0"": 0.0}"
ok	chr2:215428180|215434824	FN1	chr2	215428180	215434824	chr2:215400000-215450000	23	2.0434782608695654	0.17391304347826086	-0.04545454545454549	0.8368364960931192	"{""2.0"": 0.18181818181818182, ""3.0"": 0.0}"
ok	chr2:237363373|237365751	COL6A3	chr2	237363373	237365751	chr2:237350000-237400000	23	2.0869565217391304	0.043478260869565216	-0.03683547343418785	0.867479167044514	"{""1.0"": 0.0, ""2.0"": 0.05, ""3.0"": 0.0, ""4.0"": 0.0}"
ok	chr13:79354439|79366195	RBM26	chr13	79354439	79366195	chr13:79350000-79400000	23	2.0	0.08695652173913043			"{""2.0"": 0.08695652173913043}"
ok	chr13:98883813|98885092	DOCK9	chr13	98883813	98885092	chr13:98850000-98900000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr13:107466015|107467304	ENSG00000276740;NALF1	chr13	107466015	107467304	chr13:107450000-107500000	23	2.0434782608695654	0.08695652173913043	-0.04545454545454547	0.8368364960931192	"{""2.0"": 0.09090909090909091, ""3.0"": 0.0}"
ok	chr13:112516440|112527484	TUBGCP3	chr13	112516440	112527484	chr13:112500000-112550000	23	1.9565217391304348	0.17391304347826086	-0.9473165606597698	7.476430585196028e-12	"{""1.0"": 3.0, ""2.0"": 0.045454545454545456}"
ok	chr20:18543019|18551175	SEC23B	chr20	18543019	18551175	chr20:18500000-18550000	23	1.9565217391304348	0.043478260869565216	0.04545454545454544	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.045454545454545456}"
ok	chr18:57688299|57694670	ATP8B1	chr18	57688299	57694670	chr18:57650000-57700000	23	2.0	0.08695652173913043			"{""2.0"": 0.08695652173913043}"
ok	chr18:62539681|62550460	ZCCHC2	chr18	62539681	62550460	chr18:62500000-62550000	23	2.0	0.13043478260869565			"{""2.0"": 0.13043478260869565}"
ok	chr19:1038359|1038630	CNN2	chr19	1038359	1038630	chr19:1000000-1050000	23	1.6521739130434783	0.08695652173913043	-0.21964027974653358	0.3139437325460427	"{""0.0"": 0.0, ""1.0"": 0.5, ""2.0"": 0.0}"
ok	chr19:2477029|2477251	GADD45B	chr19	2477029	2477251	chr19:2450000-2500000	23	1.9130434782608696	0.043478260869565216	0.06579516949597689	0.7654978135179871	"{""1.0"": 0.0, ""2.0"": 0.047619047619047616}"
ok	chr19:17101660|17102557	MYO9B	chr19	17101660	17102557	chr19:17100000-17150000	23	2.0	0.2608695652173913			"{""2.0"": 0.2608695652173913}"
ok	chr19:38141184|38142710	SIPA1L3	chr19	38141184	38142710	chr19:38100000-38150000	23	1.9130434782608696	0.13043478260869565	0.11952286093343933	0.586992667838857	"{""1.0"": 0.0, ""2.0"": 0.14285714285714285}"
ok	chr19:43186342|43204251	PSG4;PSG5	chr19	43186342	43204251	chr19:43150000-43200000	23	1.9130434782608696	1.434782608695652	-0.09709387599831629	0.6594140489736793	"{""1.0"": 2.5, ""2.0"": 1.3333333333333333}"
ok	chr19:52728730|52730005	ZNF611	chr19	52728730	52730005	chr19:52700000-52750000	23	1.9565217391304348	0.043478260869565216	0.045454545454545456	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.045454545454545456}"
ok	chr19:58556188|58556377	UBE2M	chr19	58556188	58556377	chr19:58550000-58600000	23	1.7826086956521738	0.043478260869565216	0.11236664374387373	0.6097285202754734	"{""1.0"": 0.0, ""2.0"": 0.05555555555555555}"
ok	chr14:60793044|60879835	ENSG00000258892;MNAT1	chr14	60793044	60879835	chr14:60800000-60850000	23	1.9565217391304348	0.043478260869565216	-1.0	0.0	"{""1.0"": 1.0, ""2.0"": 0.0}"
ok	chr14:76166663|76195972	GPATCH2L	chr14	76166663	76195972	chr14:76150000-76200000	23	1.9565217391304348	0.08695652173913043	-0.6908492797077577	0.00026264212294049106	"{""1.0"": 1.0, ""2.0"": 0.045454545454545456}"
ok	chr15:40931547|40937526	DLL4	chr15	40931547	40937526	chr15:40900000-40950000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr16:367747|368620	MRPL28	chr16	367747	368620	chr16:350000-400000	23	1.7826086956521738	0.13043478260869565	-0.3290725908572089	0.12521796301138646	"{""0.0"": 0.0, ""1.0"": 1.0, ""2.0"": 0.0}"
ok	chr16:3850297|3851009	CREBBP	chr16	3850297	3851009	chr16:3850000-3900000	23	1.8695652173913044	0.13043478260869565	-0.1755494519014317	0.4230121206807486	"{""1.0"": 0.3333333333333333, ""2.0"": 0.1}"
ok	chr17:515462|515822	VPS53	chr17	515462	515822	chr17:500000-550000	23	1.173913043478261	0.043478260869565216	0.36674343232903683	0.08519252210603015	"{""0.0"": 0.0, ""1.0"": 0.0, ""2.0"": 0.2}"
ok	chr17:7508251|7512923	POLR2A	chr17	7508251	7512923	chr17:7500000-7550000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr17:17866296|17869473	TOM1L2	chr17	17866296	17869473	chr17:17850000-17900000	23	1.9565217391304348	0.043478260869565216	0.04545454545454544	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.045454545454545456}"
ok	chr17:38870189|38914364	ENSG00000263466	chr17	38870189	38914364	chr17:38850000-38900000	23	1.9565217391304348	0.043478260869565216	0.04545454545454546	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.045454545454545456}"
ok	chr17:62664548|62664949	MRC2	chr17	62664548	62664949	chr17:62650000-62700000	23	2.0	0.13043478260869565			"{""2.0"": 0.13043478260869565}"
ok	chr9:17309058|17416189	CNTLN	chr9	17309058	17416189	chr9:17350000-17400000	23	2.0434782608695654	0.08695652173913043	-0.04545454545454549	0.8368364960931192	"{""2.0"": 0.09090909090909091, ""3.0"": 0.0}"
ok	chr9:20907150|20916937	FOCAD	chr9	20907150	20916937	chr9:20900000-20950000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr9:74996447|75017448	CARNMT1;ENSG00000229587;ENSG00000278040	chr9	74996447	75017448	chr9:75000000-75050000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr9:79612656|79654075	TLE4	chr9	79612656	79654075	chr9:79600000-79650000	23	2.0	0.13043478260869565			"{""2.0"": 0.13043478260869565}"
ok	chr9:94168298|94168666	MIRLET7A1HG	chr9	94168298	94168666	chr9:94150000-94200000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr7:22960256|22991139	HYCC1	chr7	22960256	22991139	chr7:22950000-23000000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr7:31873292|31880860	PDE1C	chr7	31873292	31880860	chr7:31850000-31900000	23	1.9565217391304348	0.043478260869565216	0.04545454545454544	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.045454545454545456}"
ok	chr7:35667434|35673278	HERPUD2	chr7	35667434	35673278	chr7:35650000-35700000	23	2.0	0.21739130434782608			"{""2.0"": 0.21739130434782608}"
ok	chr7:66958034|66958413	TMEM248	chr7	66958034	66958413	chr7:66950000-67000000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr7:73700378|73700931	STX1A	chr7	73700378	73700931	chr7:73700000-73750000	23	1.9130434782608696	0.043478260869565216	0.06579516949597694	0.7654978135179871	"{""1.0"": 0.0, ""2.0"": 0.047619047619047616}"
ok	chr7:94416424|94418517	COL1A2	chr7	94416424	94418517	chr7:94400000-94450000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr7:98190728|98194572	LMTK2	chr7	98190728	98194572	chr7:98150000-98200000	23	1.9565217391304348	0.13043478260869565	0.04545454545454544	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.13636363636363635}"
ok	chr7:102397620|102399648	PRKRIP1	chr7	102397620	102399648	chr7:102350000-102400000	23	1.9130434782608696	0.08695652173913043	0.06579516949597689	0.7654978135179871	"{""1.0"": 0.0, ""2.0"": 0.09523809523809523}"
ok	chr7:128089663|128092199	SND1	chr7	128089663	128092199	chr7:128050000-128100000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr7:140355668|140358785	SLC37A3	chr7	140355668	140358785	chr7:140350000-140400000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr7:152309966|152315338	KMT2C	chr7	152309966	152315338	chr7:152300000-152350000	23	1.9565217391304348	0.043478260869565216	0.04545454545454544	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.045454545454545456}"
ok	chr8:18799295|18804898	PSD3	chr8	18799295	18804898	chr8:18800000-18850000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr8:67118248|67164508	CSPP1	chr8	67118248	67164508	chr8:67100000-67150000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr8:96262155|96287041	PTDSS1	chr8	96262155	96287041	chr8:96250000-96300000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr8:99102953|99121445	ENSG00000253532;VPS13B	chr8	99102953	99121445	chr8:99100000-99150000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr8:124543091|124549904	NDUFB9	chr8	124543091	124549904	chr8:124500000-124550000	23	2.0	0.13043478260869565			"{""2.0"": 0.13043478260869565}"
ok	chr8:132777792|132804740	PHF20L1	chr8	132777792	132804740	chr8:132750000-132800000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr8:140800459|140819020	PTK2	chr8	140800459	140819020	chr8:140800000-140850000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chrX:19537717|19542002	SH3KBP1	chrX	19537717	19542002	chrX:19500000-19550000	23	1.9565217391304348	0.043478260869565216	0.04545454545454544	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.045454545454545456}"
ok	chrX:51895053|51897271	MAGED1	chrX	51895053	51897271	chrX:51850000-51900000	23	2.0	0.13043478260869565			"{""2.0"": 0.13043478260869565}"
ok	chrX:54815691|54816326	MAGED2	chrX	54815691	54816326	chrX:54800000-54850000	23	2.0	0.08695652173913043			"{""2.0"": 0.08695652173913043}"
ok	chrX:71059860|71060131	SNX12	chrX	71059860	71060131	chrX:71050000-71100000	23	1.9565217391304348	0.08695652173913043	0.04545454545454544	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.09090909090909091}"
ok	chrX:118396970|118404444	WDR44	chrX	118396970	118404444	chrX:118400000-118450000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr5:7876899|7877216	MTRR	chr5	7876899	7877216	chr5:7850000-7900000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr5:16683880|16764396	MYO10	chr5	16683880	16764396	chr5:16700000-16750000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr5:61521374|61525959	ZSWIM6	chr5	61521374	61525959	chr5:61500000-61550000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr5:98779833|98793303	ENSG00000279232	chr5	98779833	98793303	chr5:98750000-98800000	23	2.0	0.08695652173913043			"{""2.0"": 0.08695652173913043}"
ok	chr5:123545417|123575963	CSNK1G3	chr5	123545417	123575963	chr5:123550000-123600000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr5:133959494|133960020	C5orf15	chr5	133959494	133960020	chr5:133950000-134000000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr5:134679602|134703932	SEC24A	chr5	134679602	134703932	chr5:134650000-134700000	23	2.0	0.17391304347826086			"{""2.0"": 0.17391304347826086}"
ok	chr5:151122147|151129529	ANXA6	chr5	151122147	151129529	chr5:151100000-151150000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr5:168488602|168494650	RARS1	chr5	168488602	168494650	chr5:168450000-168500000	23	2.0	0.08695652173913043			"{""2.0"": 0.08695652173913043}"
ok	chr5:173317535|173317690	STC2	chr5	173317535	173317690	chr5:173300000-173350000	23	2.0	0.08695652173913043			"{""2.0"": 0.08695652173913043}"
ok	chr5:177204120|177212195	NSD1	chr5	177204120	177212195	chr5:177200000-177250000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr5:179719738|179723019	CANX	chr5	179719738	179723019	chr5:179700000-179750000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr6:57141302|57161152	ZNF451	chr6	57141302	57161152	chr6:57150000-57200000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr6:75918585|75918815	MYO6	chr6	75918585	75918815	chr6:75900000-75950000	23	2.0	0.13043478260869565			"{""2.0"": 0.13043478260869565}"
ok	chr6:149512155|149541586	PPIL4	chr6	149512155	149541586	chr6:149500000-149550000	23	1.9565217391304348	0.08695652173913043	0.04545454545454544	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.09090909090909091}"
ok	chr6:159797462|159798217	MRPL18	chr6	159797462	159798217	chr6:159750000-159800000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr10:14919738|14935564	DCLRE1C	chr10	14919738	14935564	chr10:14900000-14950000	23	2.0434782608695654	0.043478260869565216	-0.04545454545454549	0.8368364960931192	"{""2.0"": 0.045454545454545456, ""3.0"": 0.0}"
ok	chr10:17233842|17235315	ENSG00000234961	chr10	17233842	17235315	chr10:17200000-17250000	23	2.0434782608695654	0.043478260869565216	-0.04545454545454549	0.8368364960931192	"{""2.0"": 0.045454545454545456, ""3.0"": 0.0}"
ok	chr10:31373018|31387798	ZEB1	chr10	31373018	31387798	chr10:31350000-31400000	23	2.0	0.13043478260869565			"{""2.0"": 0.13043478260869565}"
ok	chr10:49500538|49506012	ERCC6	chr10	49500538	49506012	chr10:49500000-49550000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr10:92934144|92940824	EXOC6	chr10	92934144	92940824	chr10:92900000-92950000	23	1.9565217391304348	0.043478260869565216	0.04545454545454544	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.045454545454545456}"
ok	chr10:127354669|127404429	DOCK1	chr10	127354669	127404429	chr10:127350000-127400000	23	1.9565217391304348	0.043478260869565216	0.04545454545454544	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.045454545454545456}"
ok	chr3:12604136|12612062	RAF1	chr3	12604136	12612062	chr3:12600000-12650000	23	1.8695652173913044	0.043478260869565216	0.08257228238447709	0.7079879068817685	"{""1.0"": 0.0, ""2.0"": 0.05}"
ok	chr3:47037666|47046621	SETD2	chr3	47037666	47046621	chr3:47000000-47050000	23	1.9130434782608696	0.08695652173913043	0.09523809523809519	0.6655527244594626	"{""1.0"": 0.0, ""2.0"": 0.09523809523809523}"
ok	chr3:49357652|49358164	ENSG00000290318;GPX1	chr3	49357652	49358164	chr3:49350000-49400000	23	1.826086956521739	0.043478260869565216	0.0978231976089037	0.6570073287387147	"{""1.0"": 0.0, ""2.0"": 0.05263157894736842}"
ok	chr3:53290791|53292827	DCP1A	chr3	53290791	53292827	chr3:53250000-53300000	23	1.9130434782608696	0.043478260869565216	0.06579516949597694	0.7654978135179871	"{""1.0"": 0.0, ""2.0"": 0.047619047619047616}"
ok	chr3:111112030|111126335	NECTIN3	chr3	111112030	111126335	chr3:111100000-111150000	23	2.0	0.2608695652173913			"{""2.0"": 0.2608695652173913}"
ok	chr3:120394605|120394964	FSTL1	chr3	120394605	120394964	chr3:120350000-120400000	23	1.9565217391304348	0.043478260869565216	0.4792338382985229	0.020680932284596262	"{""1.0"": 0.0, ""2.0"": 0.0, ""3.0"": 0.5}"
ok	chr3:122457726|122468092	KPNA1	chr3	122457726	122468092	chr3:122450000-122500000	23	1.9565217391304348	0.08695652173913043	0.4792338382985229	0.020680932284596262	"{""1.0"": 0.0, ""2.0"": 0.0, ""3.0"": 1.0}"
ok	chr3:136604309|136630981	STAG1	chr3	136604309	136630981	chr3:136600000-136650000	23	1.9130434782608696	0.043478260869565216	0.46044341792734833	0.02703937002985228	"{""1.0"": 0.0, ""2.0"": 0.0, ""3.0"": 0.5}"
ok	chr3:141755340|141755576	ENSG00000285558	chr3	141755340	141755576	chr3:141750000-141800000	23	1.9565217391304348	0.043478260869565216	0.4792338382985229	0.020680932284596262	"{""1.0"": 0.0, ""2.0"": 0.0, ""3.0"": 0.5}"
ok	chr3:158802122|158805410	MFSD1	chr3	158802122	158805410	chr3:158800000-158850000	23	1.9565217391304348	0.043478260869565216	0.4792338382985229	0.020680932284596262	"{""1.0"": 0.0, ""2.0"": 0.0, ""3.0"": 0.5}"
ok	chr3:170136419|170149244	PHC3	chr3	170136419	170149244	chr3:170100000-170150000	23	1.9130434782608696	0.17391304347826086	0.24245401441701148	0.2649966494943865	"{""1.0"": 0.0, ""2.0"": 0.17647058823529413, ""3.0"": 0.5}"
ok	chr3:172112452|172133546	FNDC3B	chr3	172112452	172133546	chr3:172100000-172150000	23	1.9565217391304348	0.5217391304347826	0.2391848141646653	0.2716929215300784	"{""1.0"": 0.0, ""2.0"": 0.5, ""3.0"": 1.5}"
ok	chr21:29133306|29160056	MAP3K7CL	chr21	29133306	29160056	chr21:29100000-29150000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr21:29321221|29329693	BACH1	chr21	29321221	29329693	chr21:29300000-29350000	23	2.0	0.5217391304347826			"{""2.0"": 0.5217391304347826}"
ok	chr21:37087247|37099748	TTC3	chr21	37087247	37099748	chr21:37050000-37100000	23	2.0	0.13043478260869565			"{""2.0"": 0.13043478260869565}"
ok	chr21:37238460|37258532	VPS26C	chr21	37238460	37258532	chr21:37200000-37250000	23	2.0	0.08695652173913043			"{""2.0"": 0.08695652173913043}"
ok	chr21:44312978|44313925	PFKL	chr21	44312978	44313925	chr21:44300000-44350000	23	2.0	0.08695652173913043			"{""2.0"": 0.08695652173913043}"
ok	chr21:46121061|46121618	COL6A2	chr21	46121061	46121618	chr21:46100000-46150000	23	2.0	0.17391304347826086			"{""2.0"": 0.17391304347826086}"
ok	chr4:53414615|53428183	ENSG00000282278;FIP1L1	chr4	53414615	53428183	chr4:53400000-53450000	23	2.0	0.08695652173913043			"{""2.0"": 0.08695652173913043}"
ok	chr4:82844386|82881940	SEC31A	chr4	82844386	82881940	chr4:82850000-82900000	23	1.9565217391304348	0.043478260869565216	0.04545454545454544	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.045454545454545456}"
ok	chr4:87372759|87374824	HSD17B11	chr4	87372759	87374824	chr4:87350000-87400000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr4:128936655|129003876	SCLT1	chr4	128936655	129003876	chr4:128950000-129000000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr4:139342826|139344339	NAA15	chr4	139342826	139344339	chr4:139300000-139350000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr4:176330605|176330987	SPCS3	chr4	176330605	176330987	chr4:176300000-176350000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr4:186706563|186709845	FAT1	chr4	186706563	186709845	chr4:186700000-186750000	23	2.0	1.3478260869565217			"{""2.0"": 1.3478260869565217}"
ok	chr22:17628603|17628767	ATP6V1E1	chr22	17628603	17628767	chr22:17600000-17650000	23	2.0	0.08695652173913043			"{""2.0"": 0.08695652173913043}"
ok	chr22:42831549|42835493	ARFGAP3;PACSIN2	chr22	42831549	42835493	chr22:42800000-42850000	23	1.9565217391304348	0.043478260869565216	0.04545454545454544	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.045454545454545456}"
ok	chr11:11998764|12002392	DKK3	chr11	11998764	12002392	chr11:12000000-12050000	23	2.260869565217391	0.08695652173913043	-0.04545454545454544	0.8368364960931192	"{""2.0"": 0.09090909090909091, ""8.0"": 0.0}"
ok	chr11:12940906|12941131	TEAD1	chr11	12940906	12941131	chr11:12900000-12950000	23	2.260869565217391	0.043478260869565216	-0.04545454545454544	0.8368364960931192	"{""2.0"": 0.045454545454545456, ""8.0"": 0.0}"
ok	chr11:18407189|18407483	LDHA	chr11	18407189	18407483	chr11:18400000-18450000	23	2.260869565217391	0.043478260869565216	-0.04545454545454544	0.8368364960931192	"{""2.0"": 0.045454545454545456, ""8.0"": 0.0}"
ok	chr11:46508191|46512813	AMBRA1	chr11	46508191	46512813	chr11:46500000-46550000	23	2.260869565217391	0.08695652173913043	-0.04545454545454544	0.8368364960931192	"{""2.0"": 0.09090909090909091, ""8.0"": 0.0}"
ok	chr11:47499453|47506897	CELF1	chr11	47499453	47506897	chr11:47500000-47550000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr11:62781894|62782825	TAF6L	chr11	62781894	62782825	chr11:62750000-62800000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr11:65503274|65503609	TALAM1	chr11	65503274	65503609	chr11:65500000-65550000	23	2.0	0.08695652173913043			"{""2.0"": 0.08695652173913043}"
ok	chr11:85981745|85996929	PICALM	chr11	85981745	85996929	chr11:85950000-86000000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr12:12500519|12521463	DUSP16	chr12	12500519	12521463	chr12:12500000-12550000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr12:16363811|16364199	MGST1	chr12	16363811	16364199	chr12:16350000-16400000	23	2.0	0.08695652173913043			"{""2.0"": 0.08695652173913043}"
ok	chr12:30728648|30751133	CAPRIN2	chr12	30728648	30751133	chr12:30700000-30750000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr12:32708153|32718763	DNM1L	chr12	32708153	32718763	chr12:32700000-32750000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr12:49489465|49500205	SPATS2	chr12	49489465	49500205	chr12:49450000-49500000	23	2.0	0.08695652173913043			"{""2.0"": 0.08695652173913043}"
ok	chr12:49494741|49500205	SPATS2	chr12	49494741	49500205	chr12:49450000-49500000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr12:77940319|77966301	NAV3	chr12	77940319	77966301	chr12:77950000-78000000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr12:96278053|96334865	CDK17;RNU4-24P	chr12	96278053	96334865	chr12:96300000-96350000	23	2.0	0.21739130434782608			"{""2.0"": 0.21739130434782608}"
ok	chr12:105038103|105039806	ALDH1L2	chr12	105038103	105039806	chr12:105000000-105050000	23	2.0	0.13043478260869565			"{""2.0"": 0.13043478260869565}"
ok	chr12:122597731|122624688	KNTC1	chr12	122597731	122624688	chr12:122600000-122650000	23	1.9565217391304348	0.043478260869565216	0.04545454545454544	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.045454545454545456}"
ok	chr1:7777160|7778169	VAMP3	chr1	7777160	7778169	chr1:7750000-7800000	23	2.0	0.17391304347826086			"{""2.0"": 0.17391304347826086}"
ok	chr1:23692717|23693913	RPL11	chr1	23692717	23693913	chr1:23650000-23700000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr1:51836131|51855388	MIR761;NRDC	chr1	51836131	51855388	chr1:51800000-51850000	23	1.9565217391304348	0.043478260869565216	0.04545454545454544	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.045454545454545456}"
ok	chr1:54393530|54393869	SSBP3	chr1	54393530	54393869	chr1:54350000-54400000	23	1.9565217391304348	0.043478260869565216	0.04545454545454544	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.045454545454545456}"
ok	chr1:61990168|62051058	LAMTOR5P1;PATJ	chr1	61990168	62051058	chr1:62000000-62050000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr1:99870400|99881691	AGL	chr1	99870400	99881691	chr1:99850000-99900000	23	2.0	0.13043478260869565			"{""2.0"": 0.13043478260869565}"
ok	chr1:109661165|109671583	GSTM2;GSTM4	chr1	109661165	109671583	chr1:109650000-109700000	23	2.0	0.782608695652174			"{""2.0"": 0.782608695652174}"
ok	chr1:117402186|117414831	MAN1A2	chr1	117402186	117414831	chr1:117400000-117450000	23	1.9565217391304348	0.08695652173913043	0.04545454545454544	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.09090909090909091}"
ok	chr1:117911994|117918736	GDAP2	chr1	117911994	117918736	chr1:117900000-117950000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr1:150967820|150968469	CERS2	chr1	150967820	150968469	chr1:150950000-151000000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr1:160216174|160216617	DCAF8	chr1	160216174	160216617	chr1:160200000-160250000	23	2.0	0.13043478260869565			"{""2.0"": 0.13043478260869565}"
ok	chr1:166862203|166863921	TADA1	chr1	166862203	166863921	chr1:166850000-166900000	23	1.9565217391304348	0.08695652173913043	0.04545454545454544	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.09090909090909091}"
ok	chr1:168231514|168243069	SFT2D2	chr1	168231514	168243069	chr1:168200000-168250000	23	1.9565217391304348	0.043478260869565216	0.04545454545454544	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.045454545454545456}"
ok	chr1:227026055|227035607	CDC42BPA	chr1	227026055	227035607	chr1:227000000-227050000	23	1.9565217391304348	0.21739130434782608	0.06439963153212237	0.7703406699169912	"{""1.0"": 0.0, ""2.0"": 0.22727272727272727}"
ok	chr1:229460611|229465519	NUP133	chr1	229460611	229465519	chr1:229450000-229500000	23	1.9130434782608696	0.043478260869565216	0.06579516949597694	0.7654978135179871	"{""1.0"": 0.0, ""2.0"": 0.047619047619047616}"
